end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-59305,"26.579999999999998","0.000000000000000",Pipe-24091,"1.000000000000000",Junction-37292,OPEN,steel,"37.200","1999"
Junction-457454,"49.270000000000003","0.000000000000000",Pipe-30631,"1.000000000000000",Junction-14301,OPEN,steel,"70.300","2008"
Junction-520,"5.380000000000000","0.000000000000000",Pipe-284,"1.000000000000000",Junction-519,OPEN,steel,"28.500","1990"
Junction-36128,"3.010000000000000","0.000000000000000",Pipe-22999,"1.000000000000000",Junction-14390,OPEN,steel,"43.100","2004"
Junction-455155,"0.250000000000000","0.000000000000000",Pipe-547339,"1.000000000000000",Junction-475032,OPEN,steel,"210.100","2008"
Junction-16891,"155.020000000000010","0.000000000000000",Pipe-533340,"1.000000000000000",Junction-51696,OPEN,steel,"263.000","2006"
Junction-474820,"129.139999999999986","0.000000000000000",Pipe-547130,"1.000000000000000",Junction-474819,OPEN,steel,"210.100","2002"
Junction-14418,"0.780000000000000","0.000000000000000",Pipe-293,"1.000000000000000",Junction-535,OPEN,steel,"37.200","1995"
Junction-29450,"73.140000000000001","0.000000000000000",Pipe-40769,"1.000000000000000",Junction-29278,OPEN,steel,"37.200","2000"
Junction-471380,"46.799999999999997","0.000000000000000",Pipe-541896,"1.000000000000000",Junction-471379,OPEN,steel,"43.100","2002"
Junction-44369,"2.820000000000000","0.000000000000000",Pipe-46179,"1.000000000000000",Junction-26459,OPEN,steel,"54.500","1982"
Junction-44263,"55.939999999999998","0.000000000000000",Pipe-30678,"1.000000000000000",Junction-44264,OPEN,steel,"43.100","2004"
Junction-44786,"18.809999999999999","0.000000000000000",Pipe-31269,"1.000000000000000",Junction-59173,OPEN,steel,"28.500","1999"
Junction-1504,"64.280000000000001","0.000000000000000",Pipe-546537,"1.000000000000000",Junction-474485,OPEN,steel,"132.500","2021"
Junction-669,"18.050000000000001","0.000000000000000",Pipe-53745,"1.000000000000000",Junction-36238,OPEN,steel,"37.200","1975"
Junction-14442,"8.869999999999999","0.000000000000000",Pipe-7848,"1.000000000000000",Junction-503,OPEN,steel,"37.200","2008"
Junction-26137,"59.159999999999997","0.000000000000000",Pipe-38321,"1.000000000000000",Junction-26163,OPEN,steel,"54.500","2007"
Junction-26919,"24.699999999999999","0.000000000000000",Pipe-15897,"1.000000000000000",Junction-44696,OPEN,steel,"43.100","1999"
Junction-471821,"45.899999999999999","0.000000000000000",Pipe-542899,"1.000000000000000",Junction-1509,OPEN,steel,"54.500","2008"
Junction-528,"18.430000000000000","0.000000000000000",Pipe-289,"1.000000000000000",Junction-526,OPEN,steel,"37.200","1990"
Junction-565,"48.869999999999997","0.000000000000000",Pipe-23038,"1.000000000000000",Junction-567,OPEN,steel,"70.300","2006"
Junction-61165,"0.300000000000000","0.000000000000000",Pipe-46135,"1.000000000000000",Junction-50799,OPEN,steel,"37.200","1982"
Junction-476129,"20.739999999999998","0.000000000000000",Pipe-548887,"1.000000000000000",Junction-475564,OPEN,steel,"70.300","2023"
Junction-27072,"19.500000000000000","0.000000000000000",Pipe-16013,"1.000000000000000",Junction-1557,OPEN,steel,"37.200","1980"
Junction-26110,"13.710000000000001","0.000000000000000",Pipe-45962,"1.000000000000000",Junction-334,OPEN,steel,"54.500","2007"
Junction-14482,"88.909999999999997","0.000000000000000",Pipe-46055,"1.000000000000000",Junction-44275,OPEN,steel,"54.500","1990"
Junction-44380,"0.300000000000000","0.000000000000000",Pipe-30819,"1.000000000000000",Junction-14635,OPEN,steel,"21.700","1982"
Junction-475001,"119.310000000000002","0.000000000000000",Pipe-548708,"1.000000000000000",Junction-475003,OPEN,steel,"160.300","2023"
Junction-14403,"37.500000000000000","0.000000000000000",Pipe-38429,"1.000000000000000",Junction-50743,OPEN,steel,"43.100","1984"
Junction-27492,"0.300000000000000","0.000000000000000",Pipe-16327,"1.000000000000000",Junction-15882,OPEN,steel,"28.500","1975"
Junction-36095,"6.900000000000000","0.000000000000000",Pipe-38381,"1.000000000000000",Junction-456,OPEN,steel,"82.500","2020"
Junction-36803,"10.880000000000001","0.000000000000000",Pipe-23635,"1.000000000000000",Junction-1551,OPEN,steel,"37.200","1982"
Junction-26168,"11.180000000000000","0.000000000000000",Pipe-22936,"1.000000000000000",Junction-14245,OPEN,steel,"54.500","2006"
Junction-59065,"26.800000000000001","0.000000000000000",Pipe-53840,"1.000000000000000",Junction-847,OPEN,steel,"28.500","2006"
Junction-44569,"22.809999999999999","0.000000000000000",Pipe-629,"1.000000000000000",Junction-36552,OPEN,steel,"28.500","1999"
Junction-470108,"13.180000000000000","0.000000000000000",Pipe-540095,"1.000000000000000",Junction-44017,OPEN,steel,"43.100","2020"
Junction-3337,"15.190000000000000","0.000000000000000",Pipe-16997,"1.000000000000000",Junction-16890,OPEN,steel,"43.100","2006"
Junction-1341,"11.000000000000000","0.000000000000000",Pipe-31168,"1.000000000000000",Junction-44697,OPEN,steel,"70.300","1999"
Junction-36285,"95.540000000000006","0.000000000000000",Pipe-30797,"1.000000000000000",Junction-36280,OPEN,steel,"82.500","2005"
Junction-407,"243.710000000000008","0.000000000000000",Pipe-221,"1.000000000000000",Junction-26220,OPEN,steel,"82.500","1997"
Junction-14101,"61.259999999999998","0.000000000000000",Pipe-522212,"1.000000000000000",Junction-457132,OPEN,steel,"82.500","2001"
Junction-4406,"44.000000000000000","0.000000000000000",Pipe-17576,"1.000000000000000",Junction-18021,OPEN,steel,"43.100","2000"
Junction-1320,"8.029999999999999","0.000000000000000",Pipe-521833,"1.000000000000000",Junction-455605,OPEN,steel,"70.300","2008"
Junction-862,"13.609999999999999","0.000000000000000",Pipe-468,"1.000000000000000",Junction-861,OPEN,steel,"37.200","2006"
Junction-772,"28.440000000000001","0.000000000000000",Pipe-23177,"1.000000000000000",Junction-771,OPEN,steel,"54.500","1975"
Junction-632,"9.500000000000000","0.000000000000000",Pipe-345,"1.000000000000000",Junction-26382,OPEN,steel,"28.500","2007"
Junction-26256,"3.000000000000000","0.000000000000000",Pipe-15399,"1.000000000000000",Junction-14391,OPEN,steel,"43.100","2004"
Junction-14277,"93.599999999999994","0.000000000000000",Pipe-519776,"1.000000000000000",Junction-44202,OPEN,steel,"312.700","2004"
Junction-45421,"19.100000000000001","0.000000000000000",Pipe-54968,"1.000000000000000",Junction-56190,OPEN,steel,"43.100","1999"
Junction-475779,"14.260000000000000","0.000000000000000",Pipe-548309,"1.000000000000000",Junction-475330,OPEN,steel,"82.500","2023"
Junction-646,"36.159999999999997","0.000000000000000",Pipe-7913,"1.000000000000000",Junction-463149,OPEN,steel,"210.100","2003"
Junction-530,"31.690000000000001","0.000000000000000",Pipe-53661,"1.000000000000000",Junction-531,OPEN,steel,"43.100","1990"
Junction-413,"0.650000000000000","0.000000000000000",Pipe-38358,"1.000000000000000",Junction-36072,OPEN,steel,"43.100","1991"
Junction-455531,"4.900000000000000","0.000000000000000",Pipe-61323,"1.000000000000000",Junction-61178,OPEN,steel,"107.100","2002"
Junction-1311,"0.290000000000000","0.000000000000000",Pipe-521691,"1.000000000000000",Junction-455585,OPEN,steel,"160.300","2008"
Junction-14387,"7.660000000000000","0.000000000000000",Pipe-38411,"1.000000000000000",Junction-50731,OPEN,steel,"28.500","2006"
Junction-50792,"13.760000000000000","0.000000000000000",Pipe-15486,"1.000000000000000",Junction-26379,OPEN,steel,"54.500","2005"
Junction-278,"40.000000000000000","0.000000000000000",Pipe-22889,"1.000000000000000",Junction-280,OPEN,steel,"54.500","2005"
Junction-4905,"45.450000000000003","0.000000000000000",Pipe-33116,"1.000000000000000",Junction-29456,OPEN,steel,"82.500","2008"
Junction-1799,"25.280000000000001","0.000000000000000",Pipe-23783,"1.000000000000000",Junction-55930,OPEN,steel,"43.100","2000"
Junction-36285,"19.109999999999999","0.000000000000000",Pipe-15531,"1.000000000000000",Junction-26442,OPEN,steel,"43.100","2005"
Junction-473335,"97.489999999999995","0.000000000000000",Pipe-45809,"1.000000000000000",Junction-44059,OPEN,steel,"107.100","2025"
Junction-14823,"17.390000000000001","0.000000000000000",Pipe-535348,"1.000000000000000",Junction-456013,OPEN,steel,"54.500","2018"
Junction-16186,"94.099999999999994","0.000000000000000",Pipe-47139,"1.000000000000000",Junction-2427,OPEN,steel,"263.000","1975"
Junction-474675,"9.570000000000000","0.000000000000000",Pipe-546871,"1.000000000000000",Junction-474676,OPEN,steel,"28.500","2023"
Junction-414,"0.580000000000000","0.000000000000000",Pipe-225,"1.000000000000000",Junction-413,OPEN,steel,"70.300","1991"
Junction-14293,"40.990000000000002","0.000000000000000",Pipe-7755,"1.000000000000000",Junction-14292,OPEN,steel,"28.500","1991"
Junction-51237,"14.510000000000000","0.000000000000000",Pipe-39241,"1.000000000000000",Junction-1553,OPEN,steel,"54.500","2012"
Junction-50713,"35.640000000000001","0.000000000000000",Pipe-38384,"1.000000000000000",Junction-461,OPEN,steel,"43.100","1991"
Junction-44153,"4.880000000000000","0.000000000000000",Pipe-45926,"1.000000000000000",Junction-277,OPEN,steel,"160.300","2017"
Junction-1819,"102.799999999999997","0.000000000000000",Pipe-54433,"1.000000000000000",Junction-467471,OPEN,steel,"43.100","2006"
Junction-36803,"5.830000000000000","0.000000000000000",Pipe-39097,"1.000000000000000",Junction-51152,OPEN,steel,"28.500","1982"
Junction-14608,"7.650000000000000","0.000000000000000",Pipe-7953,"1.000000000000000",Junction-14607,OPEN,steel,"28.500","2003"
Junction-14608,"32.130000000000003","0.000000000000000",Pipe-46173,"1.000000000000000",Junction-26453,OPEN,steel,"37.200","2003"
Junction-372,"67.510000000000005","0.000000000000000",Pipe-15318,"1.000000000000000",Junction-26152,OPEN,steel,"37.200","1991"
Junction-355,"40.740000000000002","0.000000000000000",Pipe-45957,"1.000000000000000",Junction-26123,OPEN,steel,"37.200","2018"
Junction-14222,"63.979999999999997","0.000000000000000",Pipe-38313,"1.000000000000000",Junction-55550,OPEN,steel,"54.500","2002"
Junction-51344,"8.100000000000000","0.000000000000000",Pipe-39403,"1.000000000000000",Junction-45085,OPEN,steel,"28.500","2002"
Junction-36313,"37.990000000000002","0.000000000000000",Pipe-15560,"1.000000000000000",Junction-14630,OPEN,steel,"160.300","1975"
Junction-28531,"70.040000000000006","0.000000000000000",Pipe-32412,"1.000000000000000",Junction-3547,OPEN,steel,"37.200","2002"
Junction-298,"13.560000000000000","0.000000000000000",Pipe-15278,"1.000000000000000",Junction-26095,OPEN,steel,"82.500","2007"
Junction-37282,"42.700000000000003","0.000000000000000",Pipe-24084,"1.000000000000000",Junction-51461,OPEN,steel,"70.300","1999"
Junction-26321,"93.519999999999996","0.000000000000000",Pipe-7901,"1.000000000000000",Junction-55612,OPEN,steel,"54.500","2006"
Junction-26761,"0.300000000000000","0.000000000000000",Pipe-15779,"1.000000000000000",Junction-26760,OPEN,steel,"54.500","1980"
Junction-470562,"76.709999999999994","0.000000000000000",Pipe-540752,"1.000000000000000",Junction-470561,OPEN,steel,"70.300","2018"
Junction-26003,"44.299999999999997","0.000000000000000",Pipe-22809,"1.000000000000000",Junction-55494,OPEN,steel,"107.100","2008"
Junction-454108,"0.650000000000000","0.000000000000000",Pipe-542569,"1.000000000000000",Junction-471826,OPEN,steel,"21.700","2008"
Junction-474380,"634.830000000000041","0.000000000000000",Pipe-546373,"1.000000000000000",Junction-474379,OPEN,steel,"795.400","2023"
Junction-26331,"35.280000000000001","0.000000000000000",Pipe-30720,"1.000000000000000",Junction-44302,OPEN,steel,"107.100","2003"
Junction-26156,"21.440000000000001","0.000000000000000",Pipe-22929,"1.000000000000000",Junction-36060,OPEN,steel,"54.500","2008"
Junction-27705,"17.559999999999999","0.000000000000000",Pipe-24093,"1.000000000000000",Junction-37294,OPEN,steel,"37.200","1999"
Junction-36223,"31.000000000000000","0.000000000000000",Pipe-38519,"1.000000000000000",Junction-50795,OPEN,steel,"28.500","2003"
Junction-14336,"77.120000000000005","0.000000000000000",Pipe-22962,"1.000000000000000",Junction-14333,OPEN,steel,"70.300","2005"
Junction-14132,"38.430000000000000","0.000000000000000",Pipe-7647,"1.000000000000000",Junction-474690,OPEN,steel,"83.000","2007"
Junction-59007,"107.400000000000006","0.000000000000000",Pipe-53637,"1.000000000000000",Junction-14382,OPEN,steel,"160.300","2006"
Junction-15647,"24.350000000000001","0.000000000000000",Pipe-39237,"1.000000000000000",Junction-27244,OPEN,steel,"54.500","2000"
Junction-14226,"1.000000000000000","0.000000000000000",Pipe-7711,"1.000000000000000",Junction-339,OPEN,steel,"43.100","2004"
Junction-44167,"65.459999999999994","0.000000000000000",Pipe-15288,"1.000000000000000",Junction-26110,OPEN,steel,"43.100","2007"
Junction-14188,"20.719999999999999","0.000000000000000",Pipe-53550,"1.000000000000000",Junction-44157,OPEN,steel,"37.200","2002"
Junction-15393,"6.550000000000000","0.000000000000000",Pipe-39095,"1.000000000000000",Junction-44794,OPEN,steel,"28.500","1982"
Junction-475140,"8.789999999999999","0.000000000000000",Pipe-548797,"1.000000000000000",Junction-476139,OPEN,steel,"43.100","2023"
Junction-472566,"1.810000000000000","0.000000000000000",Pipe-543680,"1.000000000000000",Junction-457166,OPEN,steel,"54.500","2019"
Junction-2414,"30.050000000000001","0.000000000000000",Pipe-1298,"1.000000000000000",Junction-2413,OPEN,steel,"28.500","1999"
Junction-1161,"49.030000000000001","0.000000000000000",Pipe-31038,"1.000000000000000",Junction-15026,OPEN,steel,"54.500","1999"
Junction-881,"26.239999999999998","0.000000000000000",Pipe-38647,"1.000000000000000",Junction-36367,OPEN,steel,"54.500","2002"
Junction-26427,"21.609999999999999","0.000000000000000",Pipe-23137,"1.000000000000000",Junction-36272,OPEN,steel,"37.200","2006"
Junction-467758,"71.709999999999994","0.000000000000000",Pipe-536600,"1.000000000000000",Junction-455766,OPEN,steel,"43.100","2008"
Junction-455585,"0.720000000000000","0.000000000000000",Pipe-533935,"1.000000000000000",Junction-455773,OPEN,steel,"160.300","2008"
Junction-474999,"9.680000000000000","0.000000000000000",Pipe-547314,"1.000000000000000",Junction-475001,OPEN,steel,"132.500","2023"
Junction-37294,"13.609999999999999","0.000000000000000",Pipe-24092,"1.000000000000000",Junction-27703,OPEN,steel,"28.500","1999"
Junction-45085,"12.550000000000001","0.000000000000000",Pipe-39404,"1.000000000000000",Junction-27478,OPEN,steel,"82.500","1999"
Junction-455519,"16.190000000000001","0.000000000000000",Pipe-541653,"1.000000000000000",Junction-36961,OPEN,steel,"28.500","2008"
Junction-14250,"36.390000000000001","0.000000000000000",Pipe-53580,"1.000000000000000",Junction-364,OPEN,steel,"37.200","1998"
Junction-973,"29.489999999999998","0.000000000000000",Pipe-526,"1.000000000000000",Junction-972,OPEN,steel,"160.300","2008"
Junction-44324,"1.400000000000000","0.000000000000000",Pipe-15480,"1.000000000000000",Junction-26369,OPEN,steel,"54.500","1979"
Junction-26042,"43.070000000000000","0.000000000000000",Pipe-53516,"1.000000000000000",Junction-457321,OPEN,steel,"107.100","2007"
Junction-669,"14.350000000000000","0.000000000000000",Pipe-365,"1.000000000000000",Junction-668,OPEN,steel,"28.500","1989"
Junction-26273,"223.090000000000003","0.000000000000000",Pipe-15411,"1.000000000000000",Junction-14494,OPEN,steel,"263.000","2019"
Junction-59217,"10.500000000000000","0.000000000000000",Pipe-54430,"1.000000000000000",Junction-51235,OPEN,steel,"28.500","2002"
Junction-14480,"4.240000000000000","0.000000000000000",Pipe-7871,"1.000000000000000",Junction-14479,OPEN,steel,"37.200","1990"
Junction-14227,"5.110000000000000","0.000000000000000",Pipe-652638,"1.000000000000000",Junction-590474,OPEN,steel,"54.500","1998"
Junction-36185,"9.000000000000000","0.000000000000000",Pipe-46095,"1.000000000000000",Junction-50773,OPEN,steel,"70.300","2002"
Junction-26369,"1.240000000000000","0.000000000000000",Pipe-30747,"1.000000000000000",Junction-14509,OPEN,steel,"70.300","1984"
Junction-44013,"14.300000000000001","0.000000000000000",Pipe-539934,"1.000000000000000",Junction-467028,OPEN,steel,"43.100","2020"
Junction-27056,"18.899999999999999","0.000000000000000",Pipe-16000,"1.000000000000000",Junction-27055,OPEN,steel,"28.500","1999"
Junction-25940,"13.289999999999999","0.000000000000000",Pipe-15158,"1.000000000000000",Junction-61171,OPEN,steel,"54.500","2008"
Junction-289,"261.089999999999975","0.000000000000000",Pipe-653602,"1.000000000000000",Junction-591468,OPEN,steel,"54.500","2007"
Junction-408,"1.450000000000000","0.000000000000000",Pipe-30611,"1.000000000000000",Junction-14284,OPEN,steel,"54.500","1991"
Junction-14347,"13.190000000000000","0.000000000000000",Pipe-7791,"1.000000000000000",Junction-470,OPEN,steel,"28.500","2001"
Junction-463,"10.199999999999999","0.000000000000000",Pipe-253,"1.000000000000000",Junction-461,OPEN,steel,"28.500","1999"
Junction-26650,"39.310000000000002","0.000000000000000",Pipe-541,"1.000000000000000",Junction-1001,OPEN,steel,"54.500","1980"
Junction-958,"11.380000000000001","0.000000000000000",Pipe-38720,"1.000000000000000",Junction-14804,OPEN,steel,"28.500","2006"
